_id,COUNTY,YEAR,STRATA,STRATA NAME,AGE GROUP,NUMBER OF ED VISITS,AGE-ADJUSTED ED VISIT RATE,COMMENT
1114,Sutter,2016,Age groups,65+ years,65+ years,21,14.8,
1115,Tehama,2016,Age groups,65+ years,65+ years,23,18.7,
1116,Trinity,2016,Age groups,65+ years,65+ years,,,Count and rate suppressed in accordance with data de-identification guidelines
1117,Tulare,2016,Age groups,65+ years,65+ years,95,18.3,
1118,Tuolumne,2016,Age groups,65+ years,65+ years,33,23.2,
1119,Ventura,2016,Age groups,65+ years,65+ years,178,14.6,
1120,Yolo,2016,Age groups,65+ years,65+ years,52,20.7,
1121,Yuba,2016,Age groups,65+ years,65+ years,23,27.1,
1122,California,2016,Race/ethnicity,White,All ages,"45,866",34.8,
1123,Alameda,2016,Race/ethnicity,White,All ages,"1,438",28.8,
1124,Alpine,2016,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1125,Amador,2016,Race/ethnicity,White,All ages,146,62.7,
1126,Butte,2016,Race/ethnicity,White,All ages,571,41.3,
1127,Calaveras,2016,Race/ethnicity,White,All ages,151,50.5,
1128,Colusa,2016,Race/ethnicity,White,All ages,33,42.4,
1129,Contra Costa,2016,Race/ethnicity,White,All ages,"1,534",34,
1130,Del Norte,2016,Race/ethnicity,White,All ages,126,92.3,
1131,El Dorado,2016,Race/ethnicity,White,All ages,355,30.1,
1132,Fresno,2016,Race/ethnicity,White,All ages,"1,631",66.2,
1133,Glenn,2016,Race/ethnicity,White,All ages,48,33,
1134,Humboldt,2016,Race/ethnicity,White,All ages,603,66.1,
1135,Imperial,2016,Race/ethnicity,White,All ages,120,62.2,
1136,Inyo,2016,Race/ethnicity,White,All ages,45,44.1,
1137,Kern,2016,Race/ethnicity,White,All ages,"1,432",49.8,
1138,Kings,2016,Race/ethnicity,White,All ages,311,65.9,
1139,Lake,2016,Race/ethnicity,White,All ages,351,82.5,
1140,Lassen,2016,Race/ethnicity,White,All ages,92,50.8,
1141,Los Angeles,2016,Race/ethnicity,White,All ages,"7,663",32.3,
1142,Madera,2016,Race/ethnicity,White,All ages,217,52.5,
1143,Marin,2016,Race/ethnicity,White,All ages,303,19.3,
1144,Mariposa,2016,Race/ethnicity,White,All ages,53,45.7,
1145,Mendocino,2016,Race/ethnicity,White,All ages,275,58.4,
1146,Merced,2016,Race/ethnicity,White,All ages,588,84.4,
1147,Modoc,2016,Race/ethnicity,White,All ages,44,81.9,
1148,Mono,2016,Race/ethnicity,White,All ages,19,30.8,
1149,Monterey,2016,Race/ethnicity,White,All ages,427,37.4,
1150,Napa,2016,Race/ethnicity,White,All ages,230,35.6,
1151,Nevada,2016,Race/ethnicity,White,All ages,237,37.3,
1152,Orange,2016,Race/ethnicity,White,All ages,"3,230",28.3,
1153,Placer,2016,Race/ethnicity,White,All ages,699,28.9,
1154,Plumas,2016,Race/ethnicity,White,All ages,69,53.3,
1155,Riverside,2016,Race/ethnicity,White,All ages,"2,934",39.8,
1156,Sacramento,2016,Race/ethnicity,White,All ages,"2,707",42.3,
1157,San Benito,2016,Race/ethnicity,White,All ages,84,51,
1158,San Bernardino,2016,Race/ethnicity,White,All ages,"2,716",44.3,
1159,San Diego,2016,Race/ethnicity,White,All ages,"2,930",20.9,
1160,San Francisco,2016,Race/ethnicity,White,All ages,751,23,
1161,San Joaquin,2016,Race/ethnicity,White,All ages,"1,014",46.4,
1162,San Luis Obispo,2016,Race/ethnicity,White,All ages,588,37.6,
1163,San Mateo,2016,Race/ethnicity,White,All ages,676,24.5,
1164,Santa Barbara,2016,Race/ethnicity,White,All ages,578,33.4,
1165,Santa Clara,2016,Race/ethnicity,White,All ages,"1,399",23.6,
1166,Santa Cruz,2016,Race/ethnicity,White,All ages,406,30.5,
1167,Shasta,2016,Race/ethnicity,White,All ages,570,47.4,
1168,Sierra,2016,Race/ethnicity,White,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1169,Siskiyou,2016,Race/ethnicity,White,All ages,105,37.7,
1170,Solano,2016,Race/ethnicity,White,All ages,914,61,
1171,Sonoma,2016,Race/ethnicity,White,All ages,937,34.9,
1172,Stanislaus,2016,Race/ethnicity,White,All ages,"1,024",49,
1173,Sutter,2016,Race/ethnicity,White,All ages,155,37.3,
1174,Tehama,2016,Race/ethnicity,White,All ages,236,61.2,
1175,Trinity,2016,Race/ethnicity,White,All ages,50,61.8,
1176,Tulare,2016,Race/ethnicity,White,All ages,320,26.7,
1177,Tuolumne,2016,Race/ethnicity,White,All ages,197,52.4,
1178,Ventura,2016,Race/ethnicity,White,All ages,"1,045",32.6,
1179,Yolo,2016,Race/ethnicity,White,All ages,287,31.7,
1180,Yuba,2016,Race/ethnicity,White,All ages,180,44,
1181,California,2016,Race/ethnicity,Black,All ages,"36,180",168.1,
1182,Alameda,2016,Race/ethnicity,Black,All ages,"3,646",204,
1183,Alpine,2016,Race/ethnicity,Black,All ages,0,0,
1184,Amador,2016,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1185,Butte,2016,Race/ethnicity,Black,All ages,66,201.3,
1186,Calaveras,2016,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1187,Colusa,2016,Race/ethnicity,Black,All ages,0,0,
1188,Contra Costa,2016,Race/ethnicity,Black,All ages,"1,982",206.2,
1189,Del Norte,2016,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1190,El Dorado,2016,Race/ethnicity,Black,All ages,14,111.8,
1191,Fresno,2016,Race/ethnicity,Black,All ages,721,146.4,
1192,Glenn,2016,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1193,Humboldt,2016,Race/ethnicity,Black,All ages,70,456.3,
1194,Imperial,2016,Race/ethnicity,Black,All ages,33,119.6,
1195,Inyo,2016,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1196,Kern,2016,Race/ethnicity,Black,All ages,893,177.6,
1197,Kings,2016,Race/ethnicity,Black,All ages,139,157.4,
1198,Lake,2016,Race/ethnicity,Black,All ages,29,284.8,
1199,Lassen,2016,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1200,Los Angeles,2016,Race/ethnicity,Black,All ages,"12,869",167,
1201,Madera,2016,Race/ethnicity,Black,All ages,96,315.7,
1202,Marin,2016,Race/ethnicity,Black,All ages,73,114.7,
1203,Mariposa,2016,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1204,Mendocino,2016,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1205,Merced,2016,Race/ethnicity,Black,All ages,260,300,
1206,Modoc,2016,Race/ethnicity,Black,All ages,0,0,
1207,Mono,2016,Race/ethnicity,Black,All ages,0,0,
1208,Monterey,2016,Race/ethnicity,Black,All ages,124,127.2,
1209,Napa,2016,Race/ethnicity,Black,All ages,22,103.3,
1210,Nevada,2016,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1211,Orange,2016,Race/ethnicity,Black,All ages,565,123.4,
1212,Placer,2016,Race/ethnicity,Black,All ages,61,152,
1213,Plumas,2016,Race/ethnicity,Black,All ages,13,560.9,
1214,Riverside,2016,Race/ethnicity,Black,All ages,"1,976",147.6,
1215,Sacramento,2016,Race/ethnicity,Black,All ages,"3,178",214.6,
1216,San Benito,2016,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1217,San Bernardino,2016,Race/ethnicity,Black,All ages,"2,556",141.2,
1218,San Diego,2016,Race/ethnicity,Black,All ages,"1,730",109.6,
1219,San Francisco,2016,Race/ethnicity,Black,All ages,848,199.1,
1220,San Joaquin,2016,Race/ethnicity,Black,All ages,"1,178",226.9,
1221,San Luis Obispo,2016,Race/ethnicity,Black,All ages,39,89,
1222,San Mateo,2016,Race/ethnicity,Black,All ages,146,90.3,
1223,Santa Barbara,2016,Race/ethnicity,Black,All ages,95,139.6,
1224,Santa Clara,2016,Race/ethnicity,Black,All ages,556,121.9,
1225,Santa Cruz,2016,Race/ethnicity,Black,All ages,14,61.7,
1226,Shasta,2016,Race/ethnicity,Black,All ages,33,193.8,
1227,Sierra,2016,Race/ethnicity,Black,All ages,0,0,
1228,Siskiyou,2016,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1229,Solano,2016,Race/ethnicity,Black,All ages,"1,298",228.1,
1230,Sonoma,2016,Race/ethnicity,Black,All ages,112,157.8,
1231,Stanislaus,2016,Race/ethnicity,Black,All ages,331,236,
1232,Sutter,2016,Race/ethnicity,Black,All ages,29,172.9,
1233,Tehama,2016,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1234,Trinity,2016,Race/ethnicity,Black,All ages,0,0,
1235,Tulare,2016,Race/ethnicity,Black,All ages,85,165.8,
1236,Tuolumne,2016,Race/ethnicity,Black,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1237,Ventura,2016,Race/ethnicity,Black,All ages,109,99.3,
1238,Yolo,2016,Race/ethnicity,Black,All ages,62,139.7,
1239,Yuba,2016,Race/ethnicity,Black,All ages,42,183.6,
1240,California,2016,Race/ethnicity,Hispanic,All ages,"73,234",44.7,
1241,Alameda,2016,Race/ethnicity,Hispanic,All ages,"2,187",54.3,
1242,Alpine,2016,Race/ethnicity,Hispanic,All ages,0,0,
1243,Amador,2016,Race/ethnicity,Hispanic,All ages,28,65.2,
1244,Butte,2016,Race/ethnicity,Hispanic,All ages,83,24.5,
1245,Calaveras,2016,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1246,Colusa,2016,Race/ethnicity,Hispanic,All ages,33,24.6,
1247,Contra Costa,2016,Race/ethnicity,Hispanic,All ages,"1,727",57.7,
1248,Del Norte,2016,Race/ethnicity,Hispanic,All ages,21,37.9,
1249,El Dorado,2016,Race/ethnicity,Hispanic,All ages,72,28.5,
1250,Fresno,2016,Race/ethnicity,Hispanic,All ages,"4,254",71.7,
1251,Glenn,2016,Race/ethnicity,Hispanic,All ages,44,38.4,
1252,Humboldt,2016,Race/ethnicity,Hispanic,All ages,47,29.3,
1253,Imperial,2016,Race/ethnicity,Hispanic,All ages,"1,103",66.9,
1254,Inyo,2016,Race/ethnicity,Hispanic,All ages,25,55.9,
1255,Kern,2016,Race/ethnicity,Hispanic,All ages,"2,468",48.4,
1256,Kings,2016,Race/ethnicity,Hispanic,All ages,540,60.9,
1257,Lake,2016,Race/ethnicity,Hispanic,All ages,67,52.4,
1258,Lassen,2016,Race/ethnicity,Hispanic,All ages,14,23.6,
1259,Los Angeles,2016,Race/ethnicity,Hispanic,All ages,"25,431",48.8,
1260,Madera,2016,Race/ethnicity,Hispanic,All ages,629,60.4,
1261,Marin,2016,Race/ethnicity,Hispanic,All ages,122,26.9,
1262,Mariposa,2016,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1263,Mendocino,2016,Race/ethnicity,Hispanic,All ages,115,47.8,
1264,Merced,2016,Race/ethnicity,Hispanic,All ages,"1,268",73.2,
1265,Modoc,2016,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1266,Mono,2016,Race/ethnicity,Hispanic,All ages,11,,Rate not available due to statistical instability
1267,Monterey,2016,Race/ethnicity,Hispanic,All ages,"1,240",44.3,
1268,Napa,2016,Race/ethnicity,Hispanic,All ages,156,30.8,
1269,Nevada,2016,Race/ethnicity,Hispanic,All ages,20,22.1,
1270,Orange,2016,Race/ethnicity,Hispanic,All ages,"3,814",31.7,
1271,Placer,2016,Race/ethnicity,Hispanic,All ages,121,23.5,
1272,Plumas,2016,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1273,Riverside,2016,Race/ethnicity,Hispanic,All ages,"4,058",33.9,
1274,Sacramento,2016,Race/ethnicity,Hispanic,All ages,"1,890",52.8,
1275,San Benito,2016,Race/ethnicity,Hispanic,All ages,173,50.6,
1276,San Bernardino,2016,Race/ethnicity,Hispanic,All ages,"5,066",43,
1277,San Diego,2016,Race/ethnicity,Hispanic,All ages,"3,934",32.1,
1278,San Francisco,2016,Race/ethnicity,Hispanic,All ages,684,52,
1279,San Joaquin,2016,Race/ethnicity,Hispanic,All ages,"1,534",47.7,
1280,San Luis Obispo,2016,Race/ethnicity,Hispanic,All ages,241,37.5,
1281,San Mateo,2016,Race/ethnicity,Hispanic,All ages,"1,016",51.6,
1282,Santa Barbara,2016,Race/ethnicity,Hispanic,All ages,903,40.1,
1283,Santa Clara,2016,Race/ethnicity,Hispanic,All ages,"2,444",44.6,
1284,Santa Cruz,2016,Race/ethnicity,Hispanic,All ages,399,38.1,
1285,Shasta,2016,Race/ethnicity,Hispanic,All ages,54,29.3,
1286,Sierra,2016,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1287,Siskiyou,2016,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1288,Solano,2016,Race/ethnicity,Hispanic,All ages,659,55.2,
1289,Sonoma,2016,Race/ethnicity,Hispanic,All ages,498,35.2,
1290,Stanislaus,2016,Race/ethnicity,Hispanic,All ages,"1,185",45.4,
1291,Sutter,2016,Race/ethnicity,Hispanic,All ages,94,29.7,
1292,Tehama,2016,Race/ethnicity,Hispanic,All ages,74,42.6,
1293,Trinity,2016,Race/ethnicity,Hispanic,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1294,Tulare,2016,Race/ethnicity,Hispanic,All ages,964,29.1,
1295,Tuolumne,2016,Race/ethnicity,Hispanic,All ages,17,28.3,
1296,Ventura,2016,Race/ethnicity,Hispanic,All ages,"1,298",32.9,
1297,Yolo,2016,Race/ethnicity,Hispanic,All ages,317,47.4,
1298,Yuba,2016,Race/ethnicity,Hispanic,All ages,48,23.7,
1299,California,2016,Race/ethnicity,Asian/PI,All ages,"10,306",21,
1300,Alameda,2016,Race/ethnicity,Asian/PI,All ages,"1,112",27,
1301,Alpine,2016,Race/ethnicity,Asian/PI,All ages,0,0,
1302,Amador,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1303,Butte,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1304,Calaveras,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1305,Colusa,2016,Race/ethnicity,Asian/PI,All ages,0,0,
1306,Contra Costa,2016,Race/ethnicity,Asian/PI,All ages,474,29.6,
1307,Del Norte,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1308,El Dorado,2016,Race/ethnicity,Asian/PI,All ages,17,30.3,
1309,Fresno,2016,Race/ethnicity,Asian/PI,All ages,214,23.2,
1310,Glenn,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1311,Humboldt,2016,Race/ethnicity,Asian/PI,All ages,15,46.5,
1312,Imperial,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1313,Inyo,2016,Race/ethnicity,Asian/PI,All ages,0,0,
1314,Kern,2016,Race/ethnicity,Asian/PI,All ages,92,26.4,
1315,Kings,2016,Race/ethnicity,Asian/PI,All ages,13,27.3,
1316,Lake,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1317,Lassen,2016,Race/ethnicity,Asian/PI,All ages,0,0,
1318,Los Angeles,2016,Race/ethnicity,Asian/PI,All ages,"2,633",21,
1319,Madera,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1320,Marin,2016,Race/ethnicity,Asian/PI,All ages,23,15.5,
1321,Mariposa,2016,Race/ethnicity,Asian/PI,All ages,0,0,
1322,Mendocino,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1323,Merced,2016,Race/ethnicity,Asian/PI,All ages,51,26.9,
1324,Modoc,2016,Race/ethnicity,Asian/PI,All ages,0,0,
1325,Mono,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1326,Monterey,2016,Race/ethnicity,Asian/PI,All ages,82,37.2,
1327,Napa,2016,Race/ethnicity,Asian/PI,All ages,21,22.2,
1328,Nevada,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1329,Orange,2016,Race/ethnicity,Asian/PI,All ages,743,14.2,
1330,Placer,2016,Race/ethnicity,Asian/PI,All ages,47,21,
1331,Plumas,2016,Race/ethnicity,Asian/PI,All ages,0,0,
1332,Riverside,2016,Race/ethnicity,Asian/PI,All ages,215,16.6,
1333,Sacramento,2016,Race/ethnicity,Asian/PI,All ages,770,34.6,
1334,San Benito,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1335,San Bernardino,2016,Race/ethnicity,Asian/PI,All ages,239,18.7,
1336,San Diego,2016,Race/ethnicity,Asian/PI,All ages,689,19.7,
1337,San Francisco,2016,Race/ethnicity,Asian/PI,All ages,482,21.9,
1338,San Joaquin,2016,Race/ethnicity,Asian/PI,All ages,306,29.4,
1339,San Luis Obispo,2016,Race/ethnicity,Asian/PI,All ages,13,16.1,
1340,San Mateo,2016,Race/ethnicity,Asian/PI,All ages,414,21.5,
1341,Santa Barbara,2016,Race/ethnicity,Asian/PI,All ages,34,20.2,
1342,Santa Clara,2016,Race/ethnicity,Asian/PI,All ages,865,14.3,
1343,Santa Cruz,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1344,Shasta,2016,Race/ethnicity,Asian/PI,All ages,20,44.7,
1345,Sierra,2016,Race/ethnicity,Asian/PI,All ages,0,0,
1346,Siskiyou,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1347,Solano,2016,Race/ethnicity,Asian/PI,All ages,325,52.2,
1348,Sonoma,2016,Race/ethnicity,Asian/PI,All ages,63,34.4,
1349,Stanislaus,2016,Race/ethnicity,Asian/PI,All ages,82,27.6,
1350,Sutter,2016,Race/ethnicity,Asian/PI,All ages,28,19,
1351,Tehama,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1352,Trinity,2016,Race/ethnicity,Asian/PI,All ages,0,0,
1353,Tulare,2016,Race/ethnicity,Asian/PI,All ages,27,18.6,
1354,Tuolumne,2016,Race/ethnicity,Asian/PI,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1355,Ventura,2016,Race/ethnicity,Asian/PI,All ages,74,12.9,
1356,Yolo,2016,Race/ethnicity,Asian/PI,All ages,50,19.7,
1357,Yuba,2016,Race/ethnicity,Asian/PI,All ages,16,35.2,
1358,California,2016,Race/ethnicity,AI/AN,All ages,672,46.1,
1359,Alameda,2016,Race/ethnicity,AI/AN,All ages,37,80.5,
1360,Alpine,2016,Race/ethnicity,AI/AN,All ages,0,0,
1361,Amador,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1362,Butte,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1363,Calaveras,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1364,Colusa,2016,Race/ethnicity,AI/AN,All ages,0,0,
1365,Contra Costa,2016,Race/ethnicity,AI/AN,All ages,14,56.3,
1366,Del Norte,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
1367,El Dorado,2016,Race/ethnicity,AI/AN,All ages,,,Count and rate suppressed in accordance with data de-identification guidelines
